Date,Category,Item,Quantity Sold,Sale Price per Unit,Total Sales
4/30/2024,Snacks,Popcorn,1,40,40
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Chips,3,20,60
4/30/2024,Snacks,Chips,2,20,40
4/30/2024,Snacks,Chips,2,20,40
4/30/2024,Snacks,Biscuits,1,30,30
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Chips,3,20,60
4/30/2024,Snacks,Biscuits,1,30,30
4/30/2024,Snacks,Chips,3,20,60
4/30/2024,Snacks,Chocolates,1,60,60
4/30/2024,Snacks,Biscuits,1,30,30
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Popcorn,2,40,80
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Namkeen,3,50,150
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Biscuits,2,30,60
4/30/2024,Snacks,Chocolates,2,60,120
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Biscuits,1,30,30
4/30/2024,Snacks,Popcorn,1,40,40
4/30/2024,Snacks,Chocolates,1,60,60
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Biscuits,2,30,60
4/30/2024,Snacks,Chips,2,20,40
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Biscuits,2,30,60
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Chips,3,20,60
4/30/2024,Snacks,Chips,2,20,40
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Biscuits,3,30,90
4/30/2024,Snacks,Popcorn,3,40,120
4/30/2024,Snacks,Namkeen,1,50,50
4/30/2024,Snacks,Chocolates,3,60,180
4/30/2024,Snacks,Chips,1,20,20
4/30/2024,Snacks,Chocolates,1,60,60
4/30/2024,Snacks,Chips,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
4/30/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/1/2024,Groceries,Toor Dal (Kandipappu),1,160,160
5/1/2024,Groceries,Moong Dal (Pesara pappu),1,135,135
5/1/2024,Groceries,Chana Dal (Sanaga pappu),1,100,100
5/1/2024,Groceries,Peanuts (Palli),1,165,165
5/1/2024,Groceries,Urad Dal (Minapappu),1,160,160
5/1/2024,Groceries,Masoor Dal,1,80,80
5/1/2024,Groceries,Idly Rawa (Sri Lalitha),2,50,100
5/1/2024,Groceries,Wheat Flour (Aashirvad),6,60,360
5/1/2024,Groceries,Rice Rawa,2,60,120
5/1/2024,Groceries,Bajra flour,5,50,250
5/1/2024,Oils,Freedom Sunflower Oil,1,140,140
5/1/2024,Oils,Gold Drop Sunflower Oil,1,135,135
5/1/2024,Oils,Vijaya Groundnut Oil,1,180,180
5/1/2024,Oils,Rajini Palm Oil,1,95,95
5/1/2024,Dry Fruits,Cashew,1,700,700
5/1/2024,Dry Fruits,Almonds California,1,600,600
5/1/2024,Dry Fruits,Walnut,1,1300,1300
5/1/2024,Dry Fruits,Plain Pista,1,1250,1250
5/1/2024,Dry Fruits,Salted Pista,1,1100,1100
5/1/2024,Dry Fruits,Pecan Nuts,1,2300,2300
5/1/2024,Dry Fruits,Brazil Nuts,1,3000,3000
5/1/2024,Dry Fruits,Hazelnuts,1,1500,1500
5/1/2024,Dry Fruits,Black Kismis,1,480,480
5/1/2024,Dry Fruits,Dry Dates Yellow,1,480,480
5/1/2024,Dehydrated Fruits,Kiwi,1,450,450
5/1/2024,Dehydrated Fruits,Cranberries,1,750,750
5/1/2024,Dehydrated Fruits,Dry Cherries,1,700,700
5/1/2024,Dehydrated Fruits,Blueberries,1,1700,1700
5/1/2024,Dehydrated Fruits,Strawberries,1,900,900
5/1/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
5/1/2024,Dehydrated Fruits,Prunes,1,700,700
5/1/2024,Dehydrated Fruits,Dried Mango,1,700,700
5/1/2024,Spices,Elachi (8 MM),1,300,300
5/1/2024,Spices,Cinnamon Premium,1,90,90
5/1/2024,Spices,Clove,1,150,150
5/1/2024,Spices,Jaji Kaya,1,120,120
5/1/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
5/1/2024,Spices,Khus Khus (GASALU),1,180,180
5/1/2024,Spices,Mustard Seeds (aavalu),1,40,40
5/1/2024,Spices,Pepper (Miriyalu),1,100,100
5/1/2024,Spices,Coriander Seeds (Dhaniyalu),1,25,25
5/1/2024,Seeds,Pumpkin Seeds,1,500,500
5/1/2024,Seeds,Sunflower Seeds,1,320,320
5/1/2024,Seeds,Watermelon Seeds,1,100,100
5/1/2024,Seeds,Flax Seeds,1,150,150
5/1/2024,Seeds,Basil (Sabja) Seeds,1,500,500
5/1/2024,Seeds,Chia Seeds,1,500,500
5/1/2024,Seeds,Kalonji Seeds,1,350,350
5/1/2024,Seeds,Mahabeera Seeds,1,320,320
5/1/2024,Dairy,Milk (500 ml),4,30,120
5/1/2024,Dairy,Cream (200 ml),2,70,140
5/1/2024,Dairy,Butter (100 g),1,50,50
5/1/2024,Dairy,Yogurt (500 g),2,50,100
5/1/2024,Dairy,Cheese (200 g),1,100,100
5/1/2024,Dairy,Custard (200 ml),1,40,40
5/1/2024,Dairy,Frozen Desserts (1L),1,200,200
5/1/2024,Snacks,Chocolates,3,60,180
5/1/2024,Snacks,Namkeen,2,50,100
5/1/2024,Snacks,Chocolates,1,60,60
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Biscuits,3,30,90
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Chocolates,2,60,120
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Chocolates,2,60,120
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Popcorn,2,40,80
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Biscuits,2,30,60
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Biscuits,2,30,60
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Chocolates,2,60,120
5/1/2024,Snacks,Chocolates,2,60,120
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Chocolates,1,60,60
5/1/2024,Snacks,Popcorn,1,40,40
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Chocolates,2,60,120
5/1/2024,Snacks,Popcorn,2,40,80
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Biscuits,2,30,60
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Namkeen,2,50,100
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Biscuits,2,30,60
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Chocolates,1,60,60
5/1/2024,Snacks,Namkeen,2,50,100
5/1/2024,Snacks,Namkeen,1,50,50
5/1/2024,Snacks,Biscuits,1,30,30
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Biscuits,2,30,60
5/1/2024,Snacks,Chocolates,1,60,60
5/1/2024,Snacks,Popcorn,2,40,80
5/1/2024,Snacks,Chocolates,3,60,180
5/1/2024,Snacks,Chips,2,20,40
5/1/2024,Snacks,Chocolates,3,60,180
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Chips,3,20,60
5/1/2024,Snacks,Popcorn,2,40,80
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Snacks,Popcorn,3,40,120
5/1/2024,Snacks,Namkeen,3,50,150
5/1/2024,Snacks,Chips,1,20,20
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/1/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/1/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/2/2024,Groceries,Toor Dal (Kandipappu),1,160,160
5/2/2024,Groceries,Moong Dal (Pesara pappu),2,135,270
5/2/2024,Groceries,Chana Dal (Sanaga pappu),3,100,300
5/2/2024,Groceries,Peanuts (Palli),1,165,165
5/2/2024,Groceries,Urad Dal (Minapappu),1,160,160
5/2/2024,Groceries,Masoor Dal,2,80,160
5/2/2024,Groceries,Idly Rawa (Sri Lalitha),5,50,250
5/2/2024,Groceries,Wheat Flour (Aashirvad),6,60,360
5/2/2024,Groceries,Rice Rawa,4,60,240
5/2/2024,Groceries,Bajra flour,2,50,100
5/2/2024,Oils,Freedom Sunflower Oil,1,140,140
5/2/2024,Oils,Gold Drop Sunflower Oil,1,135,135
5/2/2024,Oils,Vijaya Groundnut Oil,1,180,180
5/2/2024,Oils,Rajini Palm Oil,1,95,95
5/2/2024,Dehydrated Fruits,Kiwi,1,450,450
5/2/2024,Dehydrated Fruits,Cranberries,1,750,750
5/2/2024,Dehydrated Fruits,Dry Cherries,1,700,700
5/2/2024,Dehydrated Fruits,Blueberries,1,1700,1700
5/2/2024,Dehydrated Fruits,Strawberries,1,900,900
5/2/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
5/2/2024,Dehydrated Fruits,Prunes,1,700,700
5/2/2024,Dehydrated Fruits,Dried Mango,1,700,700
5/2/2024,Spices,Elachi (8 MM),1,300,300
5/2/2024,Spices,Cinnamon Premium,1,90,90
5/2/2024,Spices,Clove,1,150,150
5/2/2024,Spices,Jaji Kaya,1,120,120
5/2/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
5/2/2024,Spices,Khus Khus (GASALU),1,180,180
5/2/2024,Spices,Mustard Seeds (aavalu),1,40,40
5/2/2024,Spices,Pepper (Miriyalu),1,100,100
5/2/2024,Spices,Coriander Seeds (Dhaniyalu),2,25,50
5/2/2024,Dairy,Milk (500 ml),4,30,120
5/2/2024,Dairy,Cream (200 ml),1,70,70
5/2/2024,Dairy,Butter (100 g),3,50,150
5/2/2024,Dairy,Yogurt (500 g),1,50,50
5/2/2024,Dairy,Cheese (200 g),1,100,100
5/2/2024,Dairy,Custard (200 ml),2,40,80
5/2/2024,Dairy,Frozen Desserts (1L),1,200,200
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Biscuits,2,30,60
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Biscuits,3,30,90
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Chocolates,2,60,120
5/2/2024,Snacks,Chips,2,20,40
5/2/2024,Snacks,Chocolates,1,60,60
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Chocolates,2,60,120
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Namkeen,2,50,100
5/2/2024,Snacks,Chocolates,2,60,120
5/2/2024,Snacks,Namkeen,3,50,150
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Chips,2,20,40
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Chocolates,3,60,180
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Biscuits,2,30,60
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Chips,3,20,60
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Namkeen,3,50,150
5/2/2024,Snacks,Chocolates,1,60,60
5/2/2024,Snacks,Chocolates,3,60,180
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Biscuits,2,30,60
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Chips,3,20,60
5/2/2024,Snacks,Namkeen,3,50,150
5/2/2024,Snacks,Chips,3,20,60
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Namkeen,1,50,50
5/2/2024,Snacks,Chips,1,20,20
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Chocolates,3,60,180
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Chocolates,3,60,180
5/2/2024,Snacks,Chips,2,20,40
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Popcorn,1,40,40
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Chips,3,20,60
5/2/2024,Snacks,Chocolates,1,60,60
5/2/2024,Snacks,Biscuits,1,30,30
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Biscuits,3,30,90
5/2/2024,Snacks,Popcorn,2,40,80
5/2/2024,Snacks,Chocolates,3,60,180
5/2/2024,Snacks,Chocolates,1,60,60
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Namkeen,3,50,150
5/2/2024,Snacks,Biscuits,2,30,60
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Popcorn,3,40,120
5/2/2024,Snacks,Chocolates,1,60,60
5/2/2024,Snacks,Namkeen,2,50,100
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/2/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/2/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/3/2024,Groceries,Toor Dal (Kandipappu),1,160,160
5/3/2024,Groceries,Moong Dal (Pesara pappu),2,135,270
5/3/2024,Groceries,Chana Dal (Sanaga pappu),1,100,100
5/3/2024,Groceries,Peanuts (Palli),2,165,330
5/3/2024,Groceries,Urad Dal (Minapappu),2,160,320
5/3/2024,Groceries,Masoor Dal,4,80,320
5/3/2024,Groceries,Idly Rawa (Sri Lalitha),7,50,350
5/3/2024,Groceries,Wheat Flour (Aashirvad),2,60,120
5/3/2024,Groceries,Rice Rawa,2,60,120
5/3/2024,Groceries,Bajra flour,7,50,350
5/3/2024,Oils,Freedom Sunflower Oil,1,140,140
5/3/2024,Oils,Gold Drop Sunflower Oil,1,135,135
5/3/2024,Oils,Vijaya Groundnut Oil,1,180,180
5/3/2024,Oils,Rajini Palm Oil,2,95,190
5/3/2024,Dehydrated Fruits,Kiwi,1,450,450
5/3/2024,Dehydrated Fruits,Cranberries,1,750,750
5/3/2024,Dehydrated Fruits,Dry Cherries,1,700,700
5/3/2024,Dehydrated Fruits,Blueberries,1,1700,1700
5/3/2024,Dehydrated Fruits,Strawberries,1,900,900
5/3/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
5/3/2024,Dehydrated Fruits,Prunes,1,700,700
5/3/2024,Dehydrated Fruits,Dried Mango,1,700,700
5/3/2024,Spices,Elachi (8 MM),1,300,300
5/3/2024,Spices,Cinnamon Premium,1,90,90
5/3/2024,Spices,Clove,1,150,150
5/3/2024,Spices,Jaji Kaya,1,120,120
5/3/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
5/3/2024,Spices,Khus Khus (GASALU),1,180,180
5/3/2024,Spices,Mustard Seeds (aavalu),1,40,40
5/3/2024,Spices,Pepper (Miriyalu),1,100,100
5/3/2024,Spices,Coriander Seeds (Dhaniyalu),2,25,50
5/3/2024,Dairy,Milk (500 ml),3,30,90
5/3/2024,Dairy,Cream (200 ml),2,70,140
5/3/2024,Dairy,Butter (100 g),2,50,100
5/3/2024,Dairy,Yogurt (500 g),3,50,150
5/3/2024,Dairy,Cheese (200 g),1,100,100
5/3/2024,Dairy,Custard (200 ml),2,40,80
5/3/2024,Dairy,Frozen Desserts (1L),1,200,200
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Popcorn,1,40,40
5/3/2024,Snacks,Biscuits,1,30,30
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Chocolates,1,60,60
5/3/2024,Snacks,Biscuits,2,30,60
5/3/2024,Snacks,Chips,3,20,60
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Namkeen,3,50,150
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Popcorn,3,40,120
5/3/2024,Snacks,Namkeen,3,50,150
5/3/2024,Snacks,Chips,3,20,60
5/3/2024,Snacks,Biscuits,1,30,30
5/3/2024,Snacks,Biscuits,1,30,30
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Popcorn,3,40,120
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Popcorn,2,40,80
5/3/2024,Snacks,Popcorn,2,40,80
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Chips,3,20,60
5/3/2024,Snacks,Popcorn,1,40,40
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Popcorn,1,40,40
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Namkeen,3,50,150
5/3/2024,Snacks,Popcorn,1,40,40
5/3/2024,Snacks,Chocolates,1,60,60
5/3/2024,Snacks,Biscuits,3,30,90
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Popcorn,3,40,120
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Biscuits,2,30,60
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Chocolates,3,60,180
5/3/2024,Snacks,Biscuits,2,30,60
5/3/2024,Snacks,Chocolates,1,60,60
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Popcorn,3,40,120
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Popcorn,2,40,80
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Biscuits,2,30,60
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Chips,1,20,20
5/3/2024,Snacks,Chips,1,20,20
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Snacks,Biscuits,3,30,90
5/3/2024,Snacks,Chocolates,3,60,180
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Chocolates,3,60,180
5/3/2024,Snacks,Chips,1,20,20
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Biscuits,2,30,60
5/3/2024,Snacks,Chocolates,1,60,60
5/3/2024,Snacks,Chocolates,3,60,180
5/3/2024,Snacks,Chips,3,20,60
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Popcorn,3,40,120
5/3/2024,Snacks,Namkeen,1,50,50
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Chips,2,20,40
5/3/2024,Snacks,Popcorn,1,40,40
5/3/2024,Snacks,Chips,1,20,20
5/3/2024,Snacks,Popcorn,2,40,80
5/3/2024,Snacks,Namkeen,3,50,150
5/3/2024,Snacks,Chocolates,2,60,120
5/3/2024,Snacks,Namkeen,2,50,100
5/3/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
5/3/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
5/4/2024,Groceries,Toor Dal (Kandipappu),3,160,480
5/4/2024,Groceries,Moong Dal (Pesara pappu),3,135,405
5/4/2024,Groceries,Chana Dal (Sanaga pappu),5,100,500
5/4/2024,Groceries,Peanuts (Palli),2,165,330
5/4/2024,Groceries,Urad Dal (Minapappu),3,160,480
5/4/2024,Groceries,Masoor Dal,5,80,400
5/4/2024,Groceries,Idly Rawa (Sri Lalitha),9,50,450
5/4/2024,Groceries,Wheat Flour (Aashirvad),7,60,420
5/4/2024,Groceries,Rice Rawa,6,60,360
5/4/2024,Groceries,Bajra flour,9,50,450
5/4/2024,Oils,Freedom Sunflower Oil,1,140,140
5/4/2024,Oils,Gold Drop Sunflower Oil,1,135,135
5/4/2024,Oils,Vijaya Groundnut Oil,1,180,180
5/4/2024,Oils,Rajini Palm Oil,2,95,190
5/4/2024,Dry Fruits,Cashew,1,700,700
5/4/2024,Dry Fruits,Almonds California,1,600,600
5/4/2024,Dry Fruits,Walnut,1,1300,1300
5/4/2024,Dry Fruits,Plain Pista,1,1250,1250
5/4/2024,Dry Fruits,Salted Pista,1,1100,1100
5/4/2024,Dry Fruits,Pecan Nuts,1,2300,2300
5/4/2024,Dry Fruits,Brazil Nuts,1,3000,3000
5/4/2024,Dry Fruits,Hazelnuts,1,1500,1500
